strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2024-02-09,2024-02-14,1258.09,1222.09,32,-1151.83,103.61,-1255.44,-3.12,RSI Stop <30,bull,5,43.2,29.4,68.0,69.9,Tech Mahindra
GFS Basic,2024-02-15,2024-05-07,1248.91,1221.67,31,-844.51,100.5,-945.01,-2.44,RSI Target 60,bull,82,44.6,63.2,40.5,64.4,Tech Mahindra
GFS Basic,2024-08-07,2024-08-19,1448.46,1535.24,26,2256.49,101.36,2155.13,5.72,RSI Target 60,bull,12,42.8,60.9,78.3,77.4,Tech Mahindra
GFS Basic,2024-09-09,2024-10-14,1591.28,1629.45,25,954.28,104.73,849.55,2.14,RSI Target 60,bull,35,38.5,62.6,76.5,74.1,Tech Mahindra
GFS Basic,2024-11-12,2024-11-22,1668.05,1697.46,25,735.43,108.77,626.67,1.5,RSI Target 60,bull,10,44.9,69.5,68.0,73.1,Tech Mahindra
GFS Basic,2025-07-08,2025-07-15,1631.64,1561.86,26,-1814.35,107.73,-1922.08,-4.53,RSI Stop <30,sideways,7,39.3,25.0,74.6,68.6,Tech Mahindra
GFS Basic,2025-07-16,2025-07-18,1579.16,1532.08,25,-1176.97,101.85,-1278.82,-3.24,RSI Stop <30,sideways,2,37.3,27.2,72.8,68.6,Tech Mahindra
GFS Advanced,2013-03-28,2013-04-02,184.5,180.52,514,-2047.83,223.95,-2271.78,-2.4,RSI Stop <30,bull,5,37.4,25.3,76.0,76.0,Tech Mahindra
GFS Advanced,2014-01-31,2014-02-17,309.02,322.04,300,3906.95,225.39,3681.56,3.97,RSI Target 60,bull,17,38.0,61.2,66.0,85.2,Tech Mahindra
GFS Advanced,2014-03-27,2014-03-31,326.88,317.03,294,-2896.86,225.89,-3122.75,-3.25,Price < 50 EMA,bull,4,37.4,49.2,48.9,80.2,Tech Mahindra
GFS Advanced,2014-10-13,2014-10-16,425.35,410.86,219,-3174.5,219.04,-3393.55,-3.64,RSI Stop <30,bull,3,42.5,28.5,62.5,90.1,Tech Mahindra
GFS Advanced,2017-12-04,2017-12-05,372.38,352.04,242,-4922.76,210.49,-5133.25,-5.7,Price < 50 EMA,bull,1,43.0,35.3,63.0,60.4,Tech Mahindra
GFS Advanced,2018-02-21,2018-03-05,440.83,477.19,193,7017.42,211.67,6805.75,8.0,RSI Target 60,bull,12,44.2,62.1,72.3,65.5,Tech Mahindra
GFS Advanced,2025-07-11,2025-07-14,1601.44,1559.58,57,-2385.96,215.71,-2601.66,-2.85,Price < 50 EMA,bull,3,37.4,33.7,74.6,68.6,Tech Mahindra
GFS Basic,2006-06-06,2006-06-16,11.07,7.31,8584,-32200.36,193.06,-32393.42,-34.1,RSI Stop <30,bull,10,41.5,29.7,62.8,86.8,Adani Ent.
GFS Basic,2006-06-29,2006-07-11,7.92,7.1,8107,-6626.12,151.18,-6777.29,-10.55,RSI Stop <30,bull,12,36.8,22.0,60.8,66.7,Adani Ent.
GFS Basic,2006-07-17,2006-07-20,7.41,6.73,7799,-5337.83,138.22,-5476.04,-9.48,RSI Stop <30,bull,3,36.1,24.5,60.1,66.7,Adani Ent.
GFS Basic,2006-10-26,2006-11-09,8.74,9.19,6013,2698.28,134.97,2563.31,4.88,RSI Target 60,bull,14,45.0,61.6,65.1,64.4,Adani Ent.
GFS Basic,2007-01-02,2007-02-01,14.59,14.68,3772,341.43,137.95,203.49,0.37,RSI Target 60,bull,30,41.7,68.3,78.3,77.7,Adani Ent.
GFS Basic,2007-02-12,2007-02-27,14.73,13.12,3748,-6021.64,131.76,-6153.4,-11.15,RSI Stop <30,bull,15,42.2,25.4,67.2,77.7,Adani Ent.
GFS Basic,2007-06-07,2007-06-18,15.07,14.86,3276,-676.08,124.34,-800.42,-1.62,RSI Target 60,bull,11,42.1,74.7,75.6,76.3,Adani Ent.
GFS Basic,2007-08-27,2007-09-03,21.22,24.0,2290,6357.8,129.92,6227.88,12.81,RSI Target 60,bull,7,43.3,68.2,78.5,88.9,Adani Ent.
GFS Basic,2007-12-04,2007-12-13,51.41,57.53,1060,6491.34,143.16,6348.18,11.65,RSI Target 60,bull,9,38.6,63.2,77.1,97.2,Adani Ent.
GFS Basic,2008-01-18,2008-01-21,70.95,61.28,853,-8246.69,141.28,-8387.97,-13.86,RSI Stop <30,bull,3,37.3,25.3,63.4,98.1,Adani Ent.
GFS Basic,2008-06-24,2008-07-02,48.35,38.1,1087,-11142.36,120.57,-11262.94,-21.43,RSI Stop <30,sideways,8,40.1,27.1,57.1,60.0,Adani Ent.
GFS Basic,2009-11-30,2009-12-07,52.34,53.43,800,877.82,109.28,768.54,1.84,RSI Target 60,bull,7,41.1,62.7,63.8,65.8,Adani Ent.
GFS Basic,2010-02-05,2010-02-15,61.74,62.32,690,401.27,110.42,290.85,0.68,RSI Target 60,bull,10,42.9,62.2,67.4,79.0,Adani Ent.
GFS Basic,2010-03-12,2010-03-29,61.83,60.06,693,-1230.12,109.29,-1339.41,-3.13,RSI Stop <30,bull,17,39.2,27.9,60.9,80.6,Adani Ent.
GFS Basic,2010-03-31,2010-04-13,62.22,62.37,668,98.85,107.8,-8.96,-0.02,RSI Target 60,bull,13,37.2,70.5,61.7,79.5,Adani Ent.
GFS Basic,2010-05-27,2010-06-09,76.47,68.13,544,-4535.34,103.07,-4638.41,-11.15,RSI Stop <30,bull,13,43.7,21.8,62.7,82.0,Adani Ent.
GFS Basic,2010-06-25,2010-07-06,68.85,67.85,540,-542.73,97.4,-640.12,-1.72,RSI Stop <30,bull,11,43.5,25.6,63.9,79.0,Adani Ent.
GFS Basic,2010-07-09,2010-07-15,68.94,68.67,530,-141.16,96.38,-237.54,-0.65,RSI Target 60,bull,6,36.8,60.4,61.9,79.0,Adani Ent.
GFS Basic,2010-10-01,2010-11-01,87.47,95.11,415,3168.57,99.29,3069.28,8.45,RSI Target 60,bull,31,35.8,65.8,77.2,86.6,Adani Ent.
GFS Basic,2010-11-24,2010-11-26,97.72,75.24,402,-9034.42,93.27,-9127.69,-23.24,RSI Stop <30,bull,2,36.9,14.8,43.3,86.6,Adani Ent.
GFS Basic,2013-12-19,2014-01-13,37.5,33.28,816,-3446.71,79.77,-3526.48,-11.52,RSI Stop <30,bull,25,43.5,25.8,72.1,58.9,Adani Ent.
GFS Basic,2014-05-08,2014-05-13,61.67,67.68,442,2654.58,78.66,2575.92,9.45,RSI Target 60,bull,5,44.9,66.0,85.0,75.3,Adani Ent.
GFS Basic,2014-06-05,2014-06-18,71.06,67.9,418,-1321.44,79.97,-1401.41,-4.72,RSI Target 60,bull,13,40.3,62.8,72.2,80.6,Adani Ent.
GFS Basic,2014-06-19,2014-06-26,70.15,63.68,404,-2613.86,75.61,-2689.47,-9.49,RSI Stop <30,bull,7,41.1,26.2,67.0,80.6,Adani Ent.
GFS Basic,2014-07-01,2014-07-24,64.7,62.42,399,-908.96,71.76,-980.72,-3.8,RSI Stop <30,bull,23,39.0,28.7,51.9,75.9,Adani Ent.
GFS Basic,2015-03-12,2015-03-20,95.58,88.02,260,-1963.16,68.52,-2031.69,-8.18,RSI Stop <30,bull,8,40.2,18.5,71.7,85.6,Adani Ent.
GFS Basic,2015-03-30,2015-04-13,86.69,95.52,264,2332.04,68.61,2263.43,9.89,RSI Target 60,bull,14,39.9,68.3,68.6,76.8,Adani Ent.
GFS Basic,2017-05-08,2017-05-09,61.63,63.06,407,582.92,71.68,511.24,2.04,RSI Stop <30,bull,1,44.1,26.3,60.1,71.1,Adani Ent.
GFS Basic,2017-11-29,2017-12-18,81.97,85.77,312,1187.45,73.4,1114.05,4.36,RSI Target 60,bull,19,44.0,63.0,65.0,82.6,Adani Ent.
GFS Basic,2018-02-07,2018-02-12,106.39,116.5,250,2527.32,77.06,2450.26,9.21,RSI Target 60,bull,5,43.6,63.8,76.2,88.6,Adani Ent.
GFS Basic,2018-02-16,2018-02-27,119.52,111.03,242,-2053.37,77.48,-2130.85,-7.37,RSI Target 60,bull,11,44.9,60.5,69.5,88.6,Adani Ent.
GFS Basic,2018-03-05,2018-03-06,110.95,99.85,243,-2698.29,72.46,-2770.75,-10.28,RSI Stop <30,bull,1,40.9,23.3,68.4,83.5,Adani Ent.
GFS Basic,2018-09-24,2018-09-28,151.68,128.92,160,-3641.16,65.49,-3706.65,-15.27,RSI Stop <30,bull,4,43.3,22.4,68.8,68.9,Adani Ent.
GFS Basic,2018-10-03,2018-10-15,136.96,150.49,151,2043.8,63.41,1980.39,9.58,RSI Target 60,bull,12,35.8,62.8,78.7,63.7,Adani Ent.
GFS Basic,2018-11-12,2018-11-22,165.81,156.46,136,-1271.08,64.13,-1335.21,-5.92,RSI Stop <30,bull,10,41.1,24.4,64.0,70.4,Adani Ent.
GFS Basic,2018-11-28,2018-12-27,159.09,160.26,134,157.27,62.87,94.39,0.44,RSI Target 60,bull,29,36.9,66.9,53.9,71.6,Adani Ent.
GFS Basic,2019-01-03,2019-01-09,155.98,147.43,137,-1170.89,61.61,-1232.5,-5.77,RSI Stop <30,bull,6,41.1,26.6,60.6,69.3,Adani Ent.
GFS Basic,2019-12-18,2019-12-20,211.29,216.62,96,511.98,60.94,451.04,2.22,RSI Target 60,bull,2,43.3,62.3,79.4,67.7,Adani Ent.
GFS Basic,2020-09-14,2020-10-05,303.07,325.65,68,1535.44,62.72,1472.72,7.15,RSI Target 60,bull,21,41.8,65.1,85.7,73.3,Adani Ent.
GFS Basic,2020-10-23,2020-10-29,314.19,327.94,70,962.13,65.21,896.92,4.08,RSI Target 60,bull,6,40.9,61.4,88.4,73.3,Adani Ent.
GFS Basic,2021-04-28,2021-05-04,1211.16,1258.81,19,905.28,67.41,837.87,3.64,RSI Target 60,bull,6,44.9,81.5,89.5,92.8,Adani Ent.
GFS Basic,2021-12-06,2022-01-06,1742.76,1709.19,13,-436.4,65.23,-501.63,-2.21,RSI Target 60,bull,31,37.5,61.3,62.9,86.6,Adani Ent.
GFS Basic,2022-02-04,2022-03-17,1784.71,1815.5,13,400.29,67.31,332.98,1.44,RSI Target 60,bull,41,36.8,76.1,51.5,82.2,Adani Ent.
GFS Basic,2022-05-11,2022-05-19,2217.15,2109.93,10,-1072.26,63.5,-1135.76,-5.12,RSI Stop <30,bull,8,45.0,27.3,62.9,85.0,Adani Ent.
GFS Basic,2022-05-20,2022-06-02,2151.99,2204.36,10,523.74,63.7,460.04,2.14,RSI Target 60,bull,13,41.2,61.5,62.1,77.0,Adani Ent.
GFS Basic,2022-06-13,2022-06-15,2212.16,2179.62,10,-325.42,64.16,-389.58,-1.76,RSI Target 60,bull,2,43.3,61.3,70.7,77.0,Adani Ent.
GFS Basic,2022-06-17,2022-07-01,2214.46,2227.11,10,126.53,64.68,61.85,0.28,RSI Target 60,bull,14,44.3,62.4,62.9,75.8,Adani Ent.
GFS Basic,2022-10-04,2022-10-06,3457.04,3278.86,6,-1069.07,60.32,-1129.39,-5.44,RSI Stop <30,bull,2,36.8,29.6,86.2,85.9,Adani Ent.
GFS Basic,2022-10-20,2022-10-24,3307.12,3303.61,6,-21.03,59.41,-80.44,-0.41,RSI Target 60,bull,4,42.5,65.6,74.0,85.9,Adani Ent.
GFS Basic,2022-11-28,2022-12-13,3946.46,4052.61,5,530.75,59.74,471.01,2.39,RSI Target 60,bull,15,42.6,71.2,67.2,88.0,Adani Ent.
GFS Basic,2023-01-16,2023-01-19,3732.8,3457.08,5,-1378.61,55.38,-1433.99,-7.68,RSI Stop <30,bull,3,36.8,20.6,62.3,87.6,Adani Ent.
GFS Basic,2024-08-22,2024-08-30,3153.31,3016.35,6,-821.81,56.53,-878.34,-4.64,RSI Stop <30,bull,8,41.3,28.7,29.0,65.2,Adani Ent.
GFS Advanced,2007-01-17,2007-02-01,14.11,14.68,6733,3817.73,230.39,3587.34,3.78,RSI Target 60,bull,15,42.9,68.3,78.3,77.7,Adani Ent.
GFS Advanced,2007-08-28,2007-09-03,21.57,24.0,4562,11090.2,245.46,10844.74,11.02,RSI Target 60,bull,6,41.7,68.2,78.5,88.9,Adani Ent.
GFS Advanced,2018-02-22,2018-02-27,107.63,111.03,1010,3438.95,260.45,3178.5,2.92,RSI Target 60,bull,5,42.9,60.5,69.5,88.6,Adani Ent.
GFS Advanced,2020-09-22,2020-10-05,295.68,325.65,377,11297.11,274.74,11022.36,9.89,RSI Target 60,bull,13,41.9,65.1,85.7,73.3,Adani Ent.
GFS Advanced,2022-10-04,2022-10-06,3457.04,3278.86,35,-6236.24,277.74,-6513.98,-5.38,RSI Stop <30,bull,2,36.8,29.6,86.2,85.9,Adani Ent.
GFS Basic,2007-02-22,2007-02-26,37.07,39.14,2563,5308.22,231.94,5076.28,5.34,RSI Target 60,bull,4,43.8,62.5,88.7,74.2,JSW Steel
GFS Basic,2007-03-07,2007-03-23,36.09,38.81,2765,7521.23,244.88,7276.35,7.29,RSI Target 60,bull,16,41.5,68.3,81.3,73.6,JSW Steel
GFS Basic,2007-06-05,2007-06-12,51.43,46.5,2075,-10225.58,241.87,-10467.46,-9.81,RSI Stop <30,bull,7,44.2,25.7,71.8,80.5,JSW Steel
GFS Basic,2007-06-14,2007-06-18,47.2,47.36,2050,333.9,230.69,103.21,0.11,RSI Stop <30,bull,4,39.1,27.9,77.4,80.5,JSW Steel
GFS Basic,2007-06-19,2007-06-26,48.81,50.06,1984,2477.28,233.11,2244.17,2.32,RSI Target 60,bull,7,42.9,63.2,80.4,80.5,JSW Steel
GFS Basic,2007-08-02,2007-08-09,60.6,52.34,1634,-13498.42,221.38,-13719.8,-13.86,RSI Stop <30,bull,7,42.6,28.8,70.0,91.0,JSW Steel
GFS Basic,2007-11-02,2007-11-07,80.81,76.95,1064,-4108.92,202.14,-4311.06,-5.01,RSI Target 60,bull,5,42.7,62.7,64.9,88.1,JSW Steel
GFS Basic,2007-11-13,2007-11-30,73.79,83.2,1109,10437.6,208.0,10229.6,12.5,RSI Target 60,bull,17,42.9,71.1,80.2,88.7,JSW Steel
GFS Basic,2008-01-11,2008-01-16,104.56,94.33,876,-8960.06,209.58,-9169.64,-10.01,RSI Stop <30,bull,5,44.8,25.5,66.3,91.1,JSW Steel
GFS Basic,2009-12-15,2009-12-29,82.66,85.54,1002,2884.22,202.38,2681.84,3.24,RSI Target 60,bull,14,42.7,64.9,67.4,68.9,JSW Steel
GFS Basic,2010-02-11,2010-02-17,84.45,88.77,1011,4373.48,209.59,4163.89,4.88,RSI Target 60,bull,6,35.5,63.3,64.3,86.1,JSW Steel
GFS Basic,2010-04-19,2010-05-06,108.85,96.46,821,-10173.57,203.39,-10376.96,-11.61,RSI Stop <30,bull,17,39.9,27.4,59.0,90.6,JSW Steel
GFS Basic,2010-10-19,2010-10-22,112.04,105.8,709,-4424.54,187.28,-4611.82,-5.81,RSI Stop <30,bull,3,44.1,25.4,62.8,77.0,JSW Steel
GFS Basic,2010-10-27,2010-11-10,105.36,112.7,713,5238.24,187.69,5050.55,6.72,RSI Target 60,bull,14,35.7,67.0,72.4,77.7,JSW Steel
GFS Basic,2013-02-07,2013-02-14,74.02,67.89,1080,-6620.48,186.11,-6806.59,-8.51,RSI Stop <30,bull,7,40.7,26.7,62.6,67.0,JSW Steel
GFS Basic,2014-01-17,2014-01-24,90.23,85.22,814,-4074.48,174.32,-4248.8,-5.79,RSI Stop <30,bull,7,43.5,27.9,76.0,64.5,JSW Steel
GFS Basic,2014-06-23,2014-08-18,110.18,113.06,630,1814.66,171.47,1643.19,2.37,RSI Target 60,bull,56,42.4,70.6,59.9,72.4,JSW Steel
GFS Basic,2016-05-19,2016-05-30,118.68,123.14,598,2669.1,175.8,2493.3,3.51,RSI Target 60,bull,11,35.8,69.3,78.9,72.7,JSW Steel
GFS Basic,2016-09-30,2016-11-02,161.42,147.42,454,-6356.34,171.6,-6527.93,-8.91,RSI Stop <30,bull,33,36.9,24.8,53.8,87.1,JSW Steel
GFS Basic,2017-02-13,2017-02-15,176.1,165.37,381,-4088.7,160.19,-4248.89,-6.33,RSI Stop <30,bull,2,38.2,30.0,71.7,86.7,JSW Steel
GFS Basic,2017-02-16,2017-03-20,166.57,175.11,379,3236.48,158.98,3077.5,4.87,RSI Target 60,bull,32,38.8,61.1,64.4,78.9,JSW Steel
GFS Basic,2017-03-27,2017-03-30,172.26,167.26,383,-1914.55,159.96,-2074.51,-3.14,RSI Target 60,bull,3,43.6,60.6,62.8,78.9,JSW Steel
GFS Basic,2017-09-22,2017-09-27,237.99,215.91,269,-5941.78,151.44,-6093.22,-9.52,RSI Stop <30,bull,5,41.4,26.2,74.7,80.4,JSW Steel
GFS Basic,2017-09-29,2017-10-16,220.09,237.57,264,4614.56,149.24,4465.32,7.68,RSI Target 60,bull,17,36.9,73.2,69.2,75.0,JSW Steel
GFS Basic,2017-11-16,2017-12-06,241.74,220.92,258,-5370.24,148.36,-5518.6,-8.85,RSI Stop <30,bull,20,43.9,28.4,53.2,74.8,JSW Steel
GFS Basic,2018-03-05,2018-03-19,290.23,258.74,197,-6203.94,135.96,-6339.9,-11.09,RSI Stop <30,bull,14,38.4,26.3,70.0,87.3,JSW Steel
GFS Basic,2018-03-23,2018-04-09,265.67,282.28,193,3206.26,132.6,3073.66,5.99,RSI Target 60,bull,17,44.0,63.0,69.1,74.0,JSW Steel
GFS Basic,2018-06-05,2018-06-07,305.71,313.39,177,1358.91,136.99,1221.92,2.26,RSI Target 60,bull,2,44.7,67.6,63.0,82.7,JSW Steel
GFS Basic,2018-06-18,2018-06-27,311.92,290.4,177,-3809.69,134.07,-3943.77,-7.14,RSI Stop <30,bull,9,44.1,26.4,72.1,82.7,JSW Steel
GFS Basic,2018-06-29,2018-07-03,296.26,284.38,174,-2067.61,127.74,-2195.35,-4.26,RSI Stop <30,bull,4,38.1,28.4,68.3,79.9,JSW Steel
GFS Basic,2018-09-28,2018-10-09,380.64,342.37,130,-4974.86,120.14,-5095.0,-10.3,RSI Stop <30,bull,11,41.5,29.8,61.2,80.3,JSW Steel
GFS Basic,2018-10-12,2018-11-26,343.96,292.78,129,-6602.65,107.1,-6709.75,-15.12,RSI Stop <30,bull,45,37.7,19.2,46.8,65.8,JSW Steel
GFS Basic,2020-12-22,2020-12-28,348.91,365.78,109,1838.95,101.75,1737.2,4.57,RSI Target 60,bull,6,44.2,64.8,72.1,66.5,JSW Steel
GFS Basic,2021-01-25,2021-02-08,376.42,395.16,106,1986.01,106.06,1879.95,4.71,RSI Target 60,bull,14,42.9,64.8,73.2,63.7,JSW Steel
GFS Basic,2021-02-26,2021-03-19,402.51,416.83,103,1473.96,108.99,1364.97,3.29,RSI Target 60,bull,21,39.1,69.5,73.9,65.5,JSW Steel
GFS Basic,2021-05-20,2021-05-28,682.24,652.65,63,-1863.96,108.92,-1972.88,-4.59,RSI Stop <30,bull,8,39.3,28.1,84.0,84.5,JSW Steel
GFS Basic,2021-05-31,2021-06-11,671.3,691.82,61,1251.89,107.63,1144.26,2.79,RSI Target 60,bull,11,36.2,64.9,85.1,95.6,JSW Steel
GFS Basic,2021-06-18,2021-07-01,673.38,643.9,62,-1827.96,106.22,-1934.18,-4.63,RSI Stop <30,bull,13,37.4,28.8,74.5,91.2,JSW Steel
GFS Basic,2021-07-06,2021-07-13,645.54,670.12,62,1523.8,105.85,1417.95,3.54,RSI Target 60,bull,7,38.5,65.8,68.9,91.2,JSW Steel
GFS Basic,2023-08-18,2023-08-31,788.73,771.13,52,-915.33,105.53,-1020.86,-2.49,RSI Stop <30,bull,13,43.4,24.5,65.1,68.4,JSW Steel
GFS Basic,2023-09-01,2023-09-05,783.93,807.03,52,1201.33,107.17,1094.16,2.68,RSI Target 60,bull,4,43.9,60.1,68.0,68.4,JSW Steel
GFS Basic,2024-01-12,2024-01-16,828.43,823.2,50,-261.47,107.11,-368.58,-0.89,RSI Stop <30,bull,4,36.7,26.3,60.7,66.6,JSW Steel
GFS Basic,2024-06-04,2024-06-21,908.58,926.66,45,813.69,107.04,706.66,1.73,RSI Target 60,bull,17,41.3,61.8,77.6,66.9,JSW Steel
GFS Basic,2024-10-17,2024-10-22,1002.6,960.58,42,-1764.89,107.08,-1871.97,-4.45,RSI Stop <30,bull,5,40.9,28.7,61.7,70.3,JSW Steel
GFS Basic,2024-10-28,2024-12-04,957.85,991.68,42,1420.92,106.21,1314.72,3.27,RSI Target 60,bull,37,39.5,60.6,53.5,66.8,JSW Steel
GFS Basic,2025-04-08,2025-04-09,956.9,942.54,43,-617.64,106.13,-723.77,-1.76,RSI Stop <30,sideways,1,38.7,28.8,63.1,72.7,JSW Steel
GFS Basic,2025-04-11,2025-04-30,951.31,1026.52,43,3233.85,109.59,3124.27,7.64,RSI Target 60,bull,19,37.2,73.3,65.8,70.8,JSW Steel
GFS Basic,2025-08-28,2025-09-09,1057.53,1103.95,41,1903.19,113.66,1789.53,4.13,RSI Target 60,bull,12,44.5,60.4,70.1,59.6,JSW Steel
GFS Basic,2025-10-24,2025-10-29,1163.08,1207.3,39,1724.38,117.92,1606.46,3.54,RSI Target 60,bull,5,43.2,65.7,72.5,66.4,JSW Steel
GFS Basic,2025-11-18,2025-11-21,1178.59,1139.73,40,-1554.36,118.49,-1672.85,-3.55,RSI Stop <30,bull,3,42.3,27.3,64.1,68.8,JSW Steel
GFS Basic,2025-11-28,2025-12-17,1163.58,1078.76,39,-3308.02,112.75,-3420.77,-7.54,RSI Stop <30,bull,19,44.9,28.8,58.5,60.0,JSW Steel
GFS Advanced,2007-11-14,2007-11-30,74.29,83.2,1278,11385.35,238.12,11147.23,11.74,RSI Target 60,bull,16,36.5,71.1,80.2,88.7,JSW Steel
GFS Advanced,2010-10-27,2010-11-10,105.36,112.7,1002,7361.45,257.55,7103.9,6.73,RSI Target 60,bull,14,35.7,67.0,72.4,77.7,JSW Steel
GFS Advanced,2014-07-09,2014-07-11,110.68,100.82,1015,-10006.61,254.59,-10261.21,-9.13,Price < 50 EMA,bull,2,44.6,33.9,56.3,74.2,JSW Steel
GFS Advanced,2014-07-22,2014-07-23,109.71,105.13,935,-4282.77,238.84,-4521.61,-4.41,Price < 50 EMA,bull,1,39.2,36.1,61.5,74.2,JSW Steel
GFS Advanced,2018-03-09,2018-03-16,270.6,264.81,363,-2101.8,231.43,-2333.23,-2.38,Price < 50 EMA,bull,7,36.6,38.3,70.0,87.3,JSW Steel
GFS Advanced,2018-06-29,2018-07-02,296.26,285.93,324,-3347.52,225.17,-3572.69,-3.72,Price < 50 EMA,bull,3,38.1,30.7,68.3,79.9,JSW Steel
GFS Advanced,2023-09-01,2023-09-05,783.93,807.03,118,2726.09,223.72,2502.37,2.71,RSI Target 60,bull,4,43.9,60.1,68.0,68.4,JSW Steel
GFS Basic,2006-05-15,2006-05-22,32.89,23.51,2888,-27076.37,198.35,-27274.72,-28.71,RSI Stop <30,bull,7,37.6,20.6,63.1,69.9,Tata Steel
GFS Basic,2006-05-26,2006-06-28,26.23,26.34,2634,311.84,169.17,142.68,0.21,RSI Target 60,bull,33,39.6,65.2,55.7,61.0,Tata Steel
GFS Basic,2007-11-19,2007-12-12,51.35,51.59,1348,316.78,169.48,147.3,0.21,RSI Target 60,bull,23,40.4,60.0,80.5,72.9,Tata Steel
GFS Basic,2008-01-14,2008-01-16,51.69,48.79,1341,-3888.88,165.35,-4054.23,-5.85,RSI Stop <30,bull,2,43.0,27.5,66.2,79.5,Tata Steel
GFS Basic,2010-10-19,2010-11-22,42.24,40.38,1551,-2877.23,157.93,-3035.17,-4.63,RSI Target 60,bull,34,43.8,60.8,62.4,61.0,Tata Steel
GFS Basic,2010-11-26,2010-12-15,40.34,41.54,1552,1858.27,156.4,1701.88,2.72,RSI Target 60,bull,19,43.2,61.8,63.1,55.9,Tata Steel
GFS Basic,2014-06-25,2014-06-27,37.55,36.32,1711,-2100.06,155.91,-2255.97,-3.51,RSI Stop <30,bull,2,37.5,21.2,74.3,66.8,Tata Steel
GFS Basic,2014-07-08,2014-07-17,38.04,39.91,1632,3051.77,156.44,2895.33,4.66,RSI Target 60,bull,9,45.0,67.1,64.9,71.1,Tata Steel
GFS Basic,2014-08-08,2014-09-25,40.2,32.88,1613,-11814.35,147.2,-11961.55,-18.45,RSI Stop <30,bull,48,37.9,25.1,49.0,71.3,Tata Steel
GFS Basic,2016-09-12,2016-10-05,30.62,29.37,1747,-2180.83,131.93,-2312.76,-4.32,RSI Target 60,bull,23,42.4,64.8,64.4,71.3,Tata Steel
GFS Basic,2016-11-03,2016-12-05,31.33,31.08,1637,-408.1,128.89,-536.99,-1.05,RSI Target 60,bull,32,44.0,62.0,57.6,82.4,Tata Steel
GFS Basic,2017-02-09,2017-02-10,36.52,35.19,1390,-1847.85,126.23,-1974.09,-3.89,RSI Target 60,bull,1,44.7,60.7,63.5,82.8,Tata Steel
GFS Basic,2017-02-15,2017-02-20,35.73,36.61,1368,1205.68,125.2,1080.48,2.21,RSI Target 60,bull,5,42.9,63.7,59.6,82.8,Tata Steel
GFS Basic,2017-03-14,2017-04-26,35.7,34.11,1398,-2214.63,123.93,-2338.56,-4.69,RSI Stop <30,bull,43,40.4,24.5,51.2,84.6,Tata Steel
GFS Basic,2017-09-25,2017-10-13,52.38,54.39,910,1821.7,123.15,1698.55,3.56,RSI Target 60,bull,18,44.2,72.1,87.5,86.5,Tata Steel
GFS Basic,2017-11-06,2017-11-15,54.61,51.85,903,-2488.03,122.34,-2610.37,-5.29,RSI Stop <30,bull,9,44.3,19.6,76.4,87.6,Tata Steel
GFS Basic,2017-11-17,2017-12-21,52.8,54.67,887,1656.53,121.13,1535.39,3.28,RSI Target 60,bull,34,41.2,63.3,59.1,85.6,Tata Steel
GFS Basic,2018-01-31,2018-02-05,60.03,53.33,804,-5394.12,117.01,-5511.13,-11.42,RSI Stop <30,bull,5,40.6,28.7,45.5,85.8,Tata Steel
GFS Basic,2021-01-22,2021-01-28,59.84,53.67,719,-4438.59,106.35,-4544.93,-10.56,RSI Stop <30,bull,6,38.8,23.1,79.4,67.5,Tata Steel
GFS Basic,2021-02-01,2021-02-16,54.59,60.16,709,3951.09,105.44,3845.65,9.94,RSI Target 60,bull,15,36.2,68.9,75.0,61.9,Tata Steel
GFS Basic,2021-03-18,2021-03-30,62.53,68.84,678,4274.67,113.98,4160.69,9.81,RSI Target 60,bull,12,42.0,61.3,65.7,65.0,Tata Steel
GFS Basic,2021-05-28,2021-06-11,95.58,99.67,484,1977.74,120.19,1857.55,4.02,RSI Target 60,bull,14,39.1,64.8,83.8,90.7,Tata Steel
GFS Basic,2021-08-20,2021-09-09,133.75,127.29,359,-2318.7,119.64,-2438.33,-5.08,RSI Target 60,bull,20,43.2,63.1,76.5,92.9,Tata Steel
GFS Basic,2022-04-13,2022-04-28,119.75,110.92,382,-3375.94,113.49,-3489.44,-7.63,RSI Stop <30,sideways,15,42.3,29.8,54.2,72.7,Tata Steel
GFS Basic,2022-05-06,2022-05-10,115.93,102.48,366,-4923.49,104.52,-5028.01,-11.85,RSI Stop <30,sideways,4,43.4,27.4,65.1,69.0,Tata Steel
GFS Basic,2023-08-16,2023-08-21,115.39,111.92,326,-1130.03,97.76,-1227.79,-3.26,RSI Stop <30,bull,5,38.3,29.2,69.0,62.5,Tata Steel
GFS Basic,2023-08-25,2023-09-01,115.1,121.64,317,2072.9,98.57,1974.33,5.41,RSI Target 60,bull,7,42.1,66.8,79.9,71.3,Tata Steel
GFS Basic,2023-09-25,2023-10-09,123.34,118.58,311,-1482.48,99.04,-1581.53,-4.12,RSI Stop <30,bull,14,36.4,27.4,65.7,66.0,Tata Steel
