strategy,entry_date,exit_date,entry_price,exit_price,direction,lot_size,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,option_type,strike,expiry,entry_prem,exit_prem,iv_entry,premium_collected,premium_at_exit,strike_ce,strike_pe,net_premium,cost_at_exit,max_loss,strike_long,strike_short,debit_paid,exit_value
S1 Bull Call Spread,2017-07-25,2017-07-26,,,,25,838.46,179.84,658.62,63.37,Near Expiry,bull,1,,,2017-07-27,,,10.9,,,,,,,,9950.0,10150.0,41.58,75.11
S1 Bull Call Spread,2017-07-26,2017-07-27,,,,25,-392.11,176.63,-568.74,-62.79,Near Expiry,bull,1,,,2017-07-27,,,11.2,,,,,,,,10000.0,10200.0,36.23,20.55
S1 Bull Call Spread,2017-07-27,2017-08-07,,,,25,105.83,197.07,-91.24,-3.87,Signal Exit,bull,11,,,2017-08-31,,,11.2,,,,,,,,10000.0,10200.0,94.31,98.54
S1 Bull Call Spread,2017-09-01,2017-09-06,,,,25,-396.61,192.24,-588.84,-25.72,Signal Exit,bull,5,,,2017-09-28,,,11.7,,,,,,,,9950.0,10150.0,91.59,75.72
S1 Bull Call Spread,2017-09-08,2017-09-18,,,,25,1660.81,196.62,1464.19,74.84,Target 80%,bull,10,,,2017-09-28,,,13.0,,,,,,,,9950.0,10150.0,78.25,144.69
S1 Bull Call Spread,2017-09-18,2017-09-22,,,,25,-1433.14,178.79,-1611.94,-93.58,Stop Loss 50%,bull,4,,,2017-09-28,,,11.4,,,,,,,,10150.0,10350.0,68.9,11.57
S1 Bull Call Spread,2017-10-13,2017-10-24,,,,25,-170.84,183.42,-354.26,-18.08,Near Expiry,bull,11,,,2017-10-26,,,11.3,,,,,,,,10150.0,10350.0,78.39,71.55
S1 Bull Call Spread,2017-10-24,2017-10-25,,,,25,1426.56,181.13,1245.43,123.44,Near Expiry,bull,1,,,2017-10-26,,,11.6,,,,,,,,10200.0,10400.0,40.36,97.42
S1 Bull Call Spread,2017-10-25,2017-10-26,,,,25,497.77,177.53,320.25,53.62,Near Expiry,bull,1,,,2017-10-26,,,11.8,,,,,,,,10300.0,10500.0,23.89,43.8
S1 Bull Call Spread,2017-10-26,2017-11-08,,,,25,-365.4,193.91,-559.32,-25.04,Signal Exit,bull,13,,,2017-11-30,,,11.6,,,,,,,,10350.0,10550.0,89.36,74.74
S1 Bull Call Spread,2017-11-28,2017-11-29,,,,25,-438.89,177.98,-616.87,-46.7,Near Expiry,bull,1,,,2017-11-30,,,13.1,,,,,,,,10350.0,10600.0,52.84,35.29
S1 Bull Call Spread,2017-12-19,2017-12-26,,,,25,405.45,183.88,221.57,12.13,Near Expiry,bull,7,,,2017-12-28,,,12.2,,,,,,,,10450.0,10650.0,73.07,89.29
S1 Bull Call Spread,2017-12-26,2017-12-27,,,,25,-560.63,175.78,-736.41,-97.53,Near Expiry,bull,1,,,2017-12-28,,,12.1,,,,,,,,10550.0,10750.0,30.2,7.78
S1 Bull Call Spread,2017-12-27,2017-12-28,,,,25,-595.29,175.13,-770.42,-129.42,Near Expiry,bull,1,,,2017-12-28,,,12.5,,,,,,,,10500.0,10700.0,23.81,0.0
S1 Bull Call Spread,2017-12-28,2018-01-17,,,,25,1979.44,204.9,1774.53,85.38,Target 80%,bull,20,,,2018-01-25,,,12.3,,,,,,,,10500.0,10700.0,83.13,162.31
S1 Bull Call Spread,2018-01-17,2018-01-22,,,,25,1667.49,189.85,1477.64,88.4,Target 80%,bull,5,,,2018-01-25,,,13.9,,,,,,,,10800.0,11000.0,66.86,133.56
S1 Bull Call Spread,2018-01-22,2018-01-23,,,,25,1624.52,185.42,1439.09,84.87,Near Expiry,bull,1,,,2018-01-25,,,15.4,,,,,,,,10950.0,11200.0,67.83,132.81
S1 Bull Call Spread,2018-01-23,2018-01-24,,,,25,-219.02,178.02,-397.04,-36.16,Near Expiry,bull,1,,,2018-01-25,,,16.2,,,,,,,,11100.0,11300.0,43.92,35.16
S1 Bull Call Spread,2018-01-24,2018-01-25,,,,25,-879.1,175.55,-1054.65,-119.97,Near Expiry,bull,1,,,2018-01-25,,,18.0,,,,,,,,11100.0,11300.0,35.16,0.0
S1 Bull Call Spread,2018-01-25,2018-02-02,,,,25,-1775.06,193.68,-1968.73,-69.71,Stop Loss 50%,bull,8,,,2018-02-22,,,17.5,,,,,,,,11050.0,11300.0,112.96,41.96
S1 Bull Call Spread,2018-04-09,2018-04-23,,,,25,1753.33,193.91,1559.42,80.05,Target 80%,bull,14,,,2018-04-26,,,14.9,,,,,,,,10400.0,10600.0,77.92,148.05
S1 Bull Call Spread,2018-04-23,2018-04-24,,,,25,75.89,178.54,-102.65,-9.54,Near Expiry,bull,1,,,2018-04-26,,,13.1,,,,,,,,10600.0,10800.0,43.03,46.06
S1 Bull Call Spread,2018-04-24,2018-04-25,,,,25,-775.25,176.71,-951.96,-81.34,Near Expiry,bull,1,,,2018-04-26,,,11.9,,,,,,,,10600.0,10850.0,46.81,15.8
S1 Bull Call Spread,2018-04-25,2018-04-26,,,,25,695.06,179.33,515.73,51.58,Near Expiry,bull,1,,,2018-04-26,,,12.4,,,,,,,,10550.0,10800.0,40.0,67.8
S1 Bull Call Spread,2018-04-26,2018-05-16,,,,25,641.18,200.02,441.16,15.68,Signal Exit,bull,20,,,2018-05-31,,,12.0,,,,,,,,10600.0,10850.0,112.52,138.16
S1 Bull Call Spread,2018-06-07,2018-06-20,,,,25,-509.9,188.33,-698.23,-26.88,Signal Exit,bull,13,,,2018-06-28,,,12.8,,,,,,,,10750.0,11000.0,103.9,83.5
S1 Bull Call Spread,2018-07-09,2018-07-23,,,,25,2138.54,196.91,1941.64,95.07,Target 80%,bull,14,,,2018-07-26,,,12.4,,,,,,,,10850.0,11050.0,81.69,167.24
S1 Bull Call Spread,2018-07-23,2018-07-24,,,,25,394.04,179.55,214.5,19.29,Near Expiry,bull,1,,,2018-07-26,,,13.0,,,,,,,,11100.0,11300.0,44.48,60.24
S1 Bull Call Spread,2018-07-24,2018-07-25,,,,25,-338.76,176.68,-515.44,-59.53,Near Expiry,bull,1,,,2018-07-26,,,12.5,,,,,,,,11150.0,11350.0,34.63,21.08
S1 Bull Call Spread,2018-07-25,2018-07-26,,,,25,-94.62,175.99,-270.61,-51.34,Near Expiry,bull,1,,,2018-07-26,,,12.2,,,,,,,,11150.0,11350.0,21.08,17.3
S1 Bull Call Spread,2018-07-26,2018-08-14,,,,25,1641.97,209.97,1432.0,50.4,Signal Exit,bull,19,,,2018-08-30,,,12.0,,,,,,,,11150.0,11400.0,113.65,179.33
S1 Bull Call Spread,2018-08-21,2018-08-28,,,,25,2089.34,190.46,1898.88,84.28,Near Expiry,bull,7,,,2018-08-30,,,12.9,,,,,,,,11550.0,11800.0,90.12,173.69
S1 Bull Call Spread,2018-08-28,2018-08-29,,,,25,-701.57,176.23,-877.81,-91.57,Near Expiry,bull,1,,,2018-08-30,,,12.4,,,,,,,,11750.0,11950.0,38.34,10.28
S1 Bull Call Spread,2018-08-29,2018-08-30,,,,25,-686.43,175.24,-861.67,-125.53,Near Expiry,bull,1,,,2018-08-30,,,12.4,,,,,,,,11700.0,11950.0,27.46,0.0
S1 Bull Call Spread,2018-08-30,2018-09-03,,,,25,-480.79,193.72,-674.5,-31.5,Signal Exit,bull,4,,,2018-09-27,,,12.4,,,,,,,,11700.0,11900.0,85.65,66.42
S1 Bull Call Spread,2018-11-07,2018-11-16,,,,25,303.66,201.53,102.13,4.65,Signal Exit,sideways,9,,,2018-11-29,,,17.7,,,,,,,,10600.0,10800.0,87.77,99.92
S1 Bull Call Spread,2019-03-15,2019-03-19,,,,25,719.13,184.87,534.26,33.5,Near Expiry,bull,4,,,2019-03-21,,,15.9,,,,,,,,11450.0,11650.0,63.79,92.55
S1 Bull Call Spread,2019-03-19,2019-03-20,,,,25,-481.3,177.61,-658.91,-57.85,Near Expiry,bull,1,,,2019-03-21,,,16.5,,,,,,,,11550.0,11750.0,45.56,26.31
S1 Bull Call Spread,2019-03-20,2019-03-22,,,,25,-1270.96,175.98,-1446.94,-113.85,Near Expiry,bull,2,,,2019-03-21,,,16.0,,,,,,,,11500.0,11750.0,50.84,0.0
S1 Bull Call Spread,2019-03-22,2019-03-25,,,,25,-1298.38,180.66,-1479.04,-71.06,Stop Loss 50%,bull,3,,,2019-03-28,,,16.3,,,,,,,,11450.0,11700.0,83.25,31.32
S1 Bull Call Spread,2019-03-25,2019-03-26,,,,25,1629.94,185.69,1444.25,86.12,Near Expiry,bull,1,,,2019-03-28,,,16.7,,,,,,,,11350.0,11600.0,67.08,132.28
S1 Bull Call Spread,2019-03-26,2019-03-27,,,,25,-656.18,177.23,-833.41,-72.9,Near Expiry,bull,1,,,2019-03-28,,,16.5,,,,,,,,11500.0,11700.0,45.73,19.48
S1 Bull Call Spread,2019-03-27,2019-03-28,,,,25,2040.92,182.22,1858.7,193.8,Near Expiry,bull,1,,,2019-03-28,,,17.0,,,,,,,,11450.0,11650.0,38.36,120.0
S1 Bull Call Spread,2019-03-28,2019-04-02,,,,25,1416.32,190.64,1225.68,53.31,Near Expiry,bull,5,,,2019-04-04,,,16.6,,,,,,,,11550.0,11800.0,91.96,148.61
S1 Bull Call Spread,2019-04-02,2019-04-03,,,,25,-1074.55,178.16,-1252.71,-75.26,Near Expiry,bull,1,,,2019-04-04,,,18.1,,,,,,,,11700.0,11950.0,66.58,23.6
S1 Bull Call Spread,2019-04-03,2019-04-04,,,,25,-1078.4,175.76,-1254.16,-116.3,Near Expiry,bull,1,,,2019-04-04,,,18.8,,,,,,,,11650.0,11900.0,43.14,0.0
S1 Bull Call Spread,2019-04-04,2019-04-08,,,,25,-314.55,185.64,-500.19,-22.64,Signal Exit,bull,4,,,2019-04-11,,,18.6,,,,,,,,11600.0,11850.0,88.35,75.77
S1 Bull Call Spread,2019-05-24,2019-05-28,,,,25,452.05,184.89,267.17,13.27,Near Expiry,bull,4,,,2019-05-30,,,16.5,,,,,,,,11850.0,12100.0,80.53,98.61
S1 Bull Call Spread,2019-05-28,2019-05-29,,,,25,-823.9,176.7,-1000.59,-90.66,Near Expiry,bull,1,,,2019-05-30,,,15.9,,,,,,,,11950.0,12150.0,44.14,11.19
S1 Bull Call Spread,2019-05-29,2019-05-30,,,,25,1217.72,181.12,1036.6,87.86,Near Expiry,bull,1,,,2019-05-30,,,16.4,,,,,,,,11850.0,12100.0,47.19,95.9
S1 Bull Call Spread,2019-05-30,2019-06-04,,,,25,278.12,184.86,93.26,4.49,Near Expiry,bull,5,,,2019-06-06,,,15.6,,,,,,,,11950.0,12200.0,83.02,94.15
S1 Bull Call Spread,2019-06-04,2019-06-06,,,,25,-1651.38,176.69,-1828.07,-110.7,Near Expiry,bull,2,,,2019-06-06,,,15.6,,,,,,,,12000.0,12250.0,66.06,0.0
S1 Bull Call Spread,2019-06-06,2019-06-10,,,,25,432.33,185.43,246.9,12.08,Signal Exit,bull,4,,,2019-06-13,,,15.5,,,,,,,,11850.0,12100.0,81.77,99.07
S1 Bull Call Spread,2019-06-11,2019-06-12,,,,25,-1038.88,177.38,-1216.26,-81.45,Near Expiry,bull,1,,,2019-06-13,,,14.5,,,,,,,,11950.0,12200.0,59.73,18.18
S1 Bull Call Spread,2019-06-12,2019-06-13,,,,25,-631.77,176.37,-808.14,-82.21,Near Expiry,bull,1,,,2019-06-13,,,14.1,,,,,,,,11900.0,12150.0,39.32,14.05
S1 Bull Call Spread,2019-07-04,2019-07-05,,,,25,-1220.83,180.04,-1400.87,-71.67,Stop Loss 50%,bull,1,,,2019-07-11,,,13.5,,,,,,,,11950.0,12200.0,78.19,29.35
S1 Bull Call Spread,2019-07-05,2019-07-08,,,,25,-1876.88,178.07,-2054.95,-104.8,Stop Loss 50%,bull,3,,,2019-07-11,,,13.1,,,,,,,,11800.0,12050.0,78.43,3.36
S1 Bull Call Spread,2019-08-27,2019-08-28,,,,25,-927.03,177.25,-1104.28,-79.72,Near Expiry,sideways,1,,,2019-08-29,,,16.0,,,,,,,,11100.0,11350.0,55.41,18.33
S1 Bull Call Spread,2019-11-11,2019-11-13,,,,25,-1347.64,178.3,-1525.94,-84.52,Near Expiry,bull,2,,,2019-11-14,,,16.2,,,,,,,,11900.0,12150.0,72.21,18.31
S1 Bull Call Spread,2019-11-28,2019-11-29,,,,25,-908.54,181.64,-1090.18,-53.35,Signal Exit,bull,1,,,2019-12-05,,,14.0,,,,,,,,12150.0,12400.0,81.73,45.39
S1 Bull Call Spread,2019-12-19,2019-12-24,,,,25,-1304.83,179.66,-1484.49,-73.92,Near Expiry,bull,5,,,2019-12-26,,,12.1,,,,,,,,12250.0,12500.0,80.33,28.14
S1 Bull Call Spread,2019-12-24,2019-12-26,,,,25,-1287.16,176.02,-1463.17,-113.67,Near Expiry,bull,2,,,2019-12-26,,,11.6,,,,,,,,12200.0,12450.0,51.49,0.0
S1 Bull Call Spread,2019-12-26,2019-12-30,,,,25,1231.99,184.56,1047.43,72.69,Target 80%,bull,4,,,2020-01-02,,,11.1,,,,,,,,12150.0,12350.0,57.64,106.92
S1 Bull Call Spread,2019-12-30,2019-12-31,,,,25,-992.57,176.94,-1169.5,-86.73,Near Expiry,bull,1,,,2020-01-02,,,11.0,,,,,,,,12250.0,12500.0,53.94,14.24
S1 Bull Call Spread,2020-01-14,2020-01-15,,,,25,-591.31,178.18,-769.49,-53.28,Near Expiry,bull,1,,,2020-01-16,,,13.9,,,,,,,,12350.0,12600.0,57.77,34.11
S1 Bull Call Spread,2020-01-15,2020-01-16,,,,25,-715.36,175.75,-891.11,-104.48,Near Expiry,bull,1,,,2020-01-16,,,14.1,,,,,,,,12350.0,12600.0,34.11,5.5
S1 Bull Call Spread,2020-01-16,2020-01-20,,,,25,-1516.09,180.33,-1696.42,-80.37,Stop Loss 50%,bull,4,,,2020-01-23,,,14.2,,,,,,,,12350.0,12600.0,84.43,23.79
S1 Bull Call Spread,2020-08-26,2020-08-27,,,,25,-934.37,176.39,-1110.76,-95.29,Near Expiry,bull,1,,,2020-08-27,,,19.3,,,,,,,,11550.0,11800.0,46.62,9.25
S1 Bull Call Spread,2020-08-27,2020-08-31,,,,25,-1502.22,182.8,-1685.03,-73.27,Stop Loss 50%,bull,4,,,2020-09-03,,,18.9,,,,,,,,11550.0,11800.0,91.99,31.9
S1 Bull Call Spread,2020-10-08,2020-10-13,,,,25,478.13,189.4,288.74,15.27,Near Expiry,bull,5,,,2020-10-15,,,20.4,,,,,,,,11850.0,12050.0,75.65,94.78
S1 Bull Call Spread,2020-10-13,2020-10-14,,,,25,53.04,180.68,-127.64,-9.12,Near Expiry,bull,1,,,2020-10-15,,,20.7,,,,,,,,11950.0,12150.0,55.96,58.08
S1 Bull Call Spread,2020-10-14,2020-10-15,,,,25,-1523.92,176.42,-1700.34,-111.58,Near Expiry,bull,1,,,2020-10-15,,,20.2,,,,,,,,11950.0,12200.0,60.96,0.0
S1 Bull Call Spread,2020-10-15,2020-10-20,,,,25,1519.04,196.48,1322.56,69.58,Near Expiry,bull,5,,,2020-10-22,,,22.1,,,,,,,,11700.0,11900.0,76.03,136.8
S1 Bull Call Spread,2020-10-20,2020-10-21,,,,25,119.61,181.9,-62.29,-3.58,Near Expiry,bull,1,,,2020-10-22,,,22.7,,,,,,,,11900.0,12150.0,69.64,74.43
S1 Bull Call Spread,2020-10-21,2020-10-22,,,,25,-1252.79,176.1,-1428.9,-114.06,Near Expiry,bull,1,,,2020-10-22,,,22.9,,,,,,,,11950.0,12200.0,50.11,0.0
S1 Bull Call Spread,2020-10-22,2020-10-26,,,,25,-1344.97,185.21,-1530.18,-64.96,Stop Loss 50%,bull,4,,,2020-10-29,,,22.6,,,,,,,,11900.0,12150.0,94.22,40.42
S1 Bull Call Spread,2020-11-05,2020-11-09,,,,25,2804.69,207.77,2596.92,104.86,Target 80%,bull,4,,,2020-11-12,,,21.0,,,,,,,,12100.0,12350.0,99.06,211.25
S1 Bull Call Spread,2020-11-09,2020-11-10,,,,25,1777.26,191.26,1585.99,78.28,Near Expiry,bull,1,,,2020-11-12,,,20.1,,,,,,,,12450.0,12700.0,81.04,152.13
S1 Bull Call Spread,2020-11-10,2020-11-11,,,,25,1154.62,184.23,970.39,60.47,Near Expiry,bull,1,,,2020-11-12,,,21.6,,,,,,,,12650.0,12900.0,64.19,110.38
S1 Bull Call Spread,2020-11-11,2020-11-12,,,,25,-1411.73,176.37,-1588.1,-112.49,Near Expiry,bull,1,,,2020-11-12,,,22.0,,,,,,,,12750.0,13000.0,56.47,0.0
S1 Bull Call Spread,2020-11-12,2020-11-17,,,,25,1455.35,194.03,1261.32,54.62,Near Expiry,bull,5,,,2020-11-19,,,20.6,,,,,,,,12700.0,12950.0,92.37,150.59
S1 Bull Call Spread,2020-11-17,2020-11-18,,,,25,553.1,183.57,369.53,17.64,Near Expiry,bull,1,,,2020-11-19,,,19.8,,,,,,,,12850.0,13150.0,83.79,105.92
S1 Bull Call Spread,2020-11-18,2020-11-19,,,,25,-1148.26,175.9,-1324.16,-115.32,Near Expiry,bull,1,,,2020-11-19,,,19.1,,,,,,,,12950.0,13200.0,45.93,0.0
S1 Bull Call Spread,2020-11-19,2020-11-24,,,,25,2933.41,201.58,2731.83,97.94,Near Expiry,bull,5,,,2020-11-26,,,19.6,,,,,,,,12750.0,13050.0,111.58,228.91
S1 Bull Call Spread,2020-11-24,2020-11-25,,,,25,-1633.53,178.18,-1811.71,-98.09,Near Expiry,bull,1,,,2020-11-26,,,21.1,,,,,,,,13050.0,13300.0,73.88,8.54
S1 Bull Call Spread,2020-11-25,2020-11-26,,,,25,1845.01,184.2,1660.82,105.12,Near Expiry,bull,1,,,2020-11-26,,,23.1,,,,,,,,12850.0,13100.0,63.2,137.0
S1 Bull Call Spread,2020-11-26,2020-12-01,,,,25,690.74,190.71,500.02,21.89,Near Expiry,bull,5,,,2020-12-03,,,20.0,,,,,,,,13000.0,13250.0,91.35,118.98
S1 Bull Call Spread,2020-12-01,2020-12-02,,,,25,-339.49,181.13,-520.62,-28.16,Near Expiry,bull,1,,,2020-12-03,,,20.2,,,,,,,,13100.0,13350.0,73.94,60.36
S1 Bull Call Spread,2020-12-02,2020-12-03,,,,25,-699.86,178.23,-878.09,-56.75,Near Expiry,bull,1,,,2020-12-03,,,19.9,,,,,,,,13100.0,13400.0,61.89,33.9
S1 Bull Call Spread,2020-12-03,2020-12-07,,,,25,1802.86,196.06,1606.8,71.88,Target 80%,bull,4,,,2020-12-10,,,19.0,,,,,,,,13150.0,13400.0,89.41,161.52
S1 Bull Call Spread,2020-12-07,2020-12-08,,,,25,223.66,183.98,39.68,2.04,Near Expiry,bull,1,,,2020-12-10,,,18.0,,,,,,,,13350.0,13600.0,77.78,86.73
S1 Bull Call Spread,2020-12-08,2020-12-09,,,,25,1598.24,185.27,1412.97,87.02,Near Expiry,bull,1,,,2020-12-10,,,18.6,,,,,,,,13400.0,13650.0,64.95,128.88
S1 Bull Call Spread,2020-12-09,2020-12-10,,,,25,-1088.8,175.83,-1264.63,-116.15,Near Expiry,bull,1,,,2020-12-10,,,18.9,,,,,,,,13550.0,13800.0,43.55,0.0
S1 Bull Call Spread,2020-12-10,2020-12-15,,,,25,279.57,188.33,91.24,4.13,Near Expiry,bull,5,,,2020-12-17,,,18.7,,,,,,,,13500.0,13750.0,88.41,99.6
S1 Bull Call Spread,2020-12-15,2020-12-16,,,,25,1414.26,185.78,1228.48,59.69,Near Expiry,bull,1,,,2020-12-17,,,19.4,,,,,,,,13550.0,13850.0,82.32,138.89
S1 Bull Call Spread,2020-12-16,2020-12-17,,,,25,-139.28,178.17,-317.45,-27.44,Near Expiry,bull,1,,,2020-12-17,,,19.2,,,,,,,,13700.0,13950.0,46.27,40.7
S1 Bull Call Spread,2020-12-17,2020-12-21,,,,25,-2118.18,182.57,-2300.76,-99.03,Stop Loss 50%,bull,4,,,2020-12-24,,,19.2,,,,,,,,13750.0,14000.0,92.93,8.2
S1 Bull Call Spread,2020-12-31,2021-01-05,,,,25,1617.5,197.34,1420.16,60.48,Near Expiry,bull,5,,,2021-01-07,,,21.1,,,,,,,,14000.0,14250.0,93.93,158.63
S1 Bull Call Spread,2021-01-05,2021-01-06,,,,25,-1005.18,179.76,-1184.95,-59.72,Near Expiry,bull,1,,,2021-01-07,,,20.5,,,,,,,,14200.0,14500.0,79.37,39.16
S1 Bull Call Spread,2021-01-06,2021-01-07,,,,25,-1493.97,176.36,-1670.33,-111.81,Near Expiry,bull,1,,,2021-01-07,,,21.0,,,,,,,,14150.0,14450.0,59.76,0.0
S1 Bull Call Spread,2021-01-07,2021-01-11,,,,25,2387.72,207.95,2179.77,91.82,Target 80%,bull,4,,,2021-01-14,,,20.6,,,,,,,,14150.0,14400.0,94.95,190.46
S1 Bull Call Spread,2021-01-11,2021-01-12,,,,25,514.45,188.06,326.39,15.92,Near Expiry,bull,1,,,2021-01-14,,,22.4,,,,,,,,14500.0,14750.0,82.0,102.58
S1 Bull Call Spread,2021-01-12,2021-01-13,,,,25,-407.85,183.07,-590.91,-25.76,Near Expiry,bull,1,,,2021-01-14,,,22.9,,,,,,,,14550.0,14850.0,91.76,75.44
S1 Bull Call Spread,2021-01-13,2021-01-14,,,,25,-746.09,179.57,-925.66,-49.08,Near Expiry,bull,1,,,2021-01-14,,,23.3,,,,,,,,14550.0,14850.0,75.44,45.6
S1 Bull Call Spread,2021-01-14,2021-01-18,,,,25,-2250.28,186.19,-2436.47,-85.23,Stop Loss 50%,bull,4,,,2021-01-21,,,23.0,,,,,,,,14600.0,14900.0,114.35,24.34
S1 Bull Call Spread,2021-02-04,2021-02-09,,,,25,1519.56,200.61,1318.94,45.8,Near Expiry,bull,5,,,2021-02-11,,,23.1,,,,,,,,14900.0,15200.0,115.19,175.98
S1 Bull Call Spread,2021-02-09,2021-02-10,,,,25,-494.11,183.63,-677.75,-28.65,Near Expiry,bull,1,,,2021-02-11,,,24.3,,,,,,,,15100.0,15400.0,94.63,74.87
S1 Bull Call Spread,2021-02-10,2021-02-11,,,,25,-39.17,181.15,-220.32,-11.77,Near Expiry,bull,1,,,2021-02-11,,,24.0,,,,,,,,15100.0,15400.0,74.87,73.3
S1 Bull Call Spread,2021-02-11,2021-02-16,,,,25,872.46,197.49,674.97,19.85,Near Expiry,bull,5,,,2021-02-18,,,23.0,,,,,,,,15150.0,15500.0,135.99,170.89
S1 Bull Call Spread,2021-02-16,2021-02-17,,,,25,-1354.54,180.78,-1535.31,-66.76,Near Expiry,bull,1,,,2021-02-18,,,21.8,,,,,,,,15300.0,15600.0,91.99,37.81
S1 Bull Call Spread,2021-02-17,2021-02-18,,,,25,-1892.58,177.16,-2069.75,-109.36,Near Expiry,bull,1,,,2021-02-18,,,23.7,,,,,,,,15200.0,15500.0,75.7,0.0
S1 Bull Call Spread,2021-02-18,2021-02-19,,,,25,-896.97,192.93,-1089.9,-36.51,Signal Exit,bull,1,,,2021-02-25,,,21.5,,,,,,,,15100.0,15400.0,119.4,83.52
S1 Bull Call Spread,2021-04-09,2021-04-12,,,,25,-2477.14,181.83,-2658.97,-102.56,Stop Loss 50%,bull,3,,,2021-04-15,,,19.8,,,,,,,,14850.0,15150.0,103.71,4.62
S1 Bull Call Spread,2021-05-04,2021-05-05,,,,25,1111.81,186.06,925.75,43.46,Near Expiry,bull,1,,,2021-05-06,,,23.0,,,,,,,,14500.0,14800.0,85.21,129.68
S1 Bull Call Spread,2021-05-07,2021-05-11,,,,25,-320.99,190.17,-511.16,-17.6,Near Expiry,bull,4,,,2021-05-13,,,20.8,,,,,,,,14800.0,15100.0,116.2,103.36
S1 Bull Call Spread,2021-05-11,2021-05-12,,,,25,-1695.38,178.46,-1873.84,-92.11,Near Expiry,bull,1,,,2021-05-13,,,20.1,,,,,,,,14850.0,15150.0,81.37,13.56
S1 Bull Call Spread,2021-05-12,2021-05-14,,,,25,-1489.51,176.35,-1665.86,-111.84,Near Expiry,bull,2,,,2021-05-13,,,20.1,,,,,,,,14700.0,15000.0,59.58,0.0
S1 Bull Call Spread,2021-05-14,2021-05-18,,,,25,3345.07,210.68,3134.39,138.13,Near Expiry,bull,4,,,2021-05-20,,,20.3,,,,,,,,14700.0,14950.0,90.76,224.57
S1 Bull Call Spread,2021-05-18,2021-05-19,,,,25,-1265.95,179.57,-1445.52,-69.49,Near Expiry,bull,1,,,2021-05-20,,,19.2,,,,,,,,15100.0,15400.0,83.21,32.57
S1 Bull Call Spread,2021-05-19,2021-05-20,,,,25,-1284.44,176.06,-1460.5,-113.71,Near Expiry,bull,1,,,2021-05-20,,,19.3,,,,,,,,15050.0,15350.0,51.38,0.0
S1 Bull Call Spread,2021-05-21,2021-05-25,,,,25,-676.87,185.53,-862.4,-34.3,Near Expiry,bull,4,,,2021-05-27,,,19.1,,,,,,,,15200.0,15500.0,100.57,73.5
S1 Bull Call Spread,2021-05-25,2021-05-26,,,,25,1186.59,184.48,1002.12,54.54,Near Expiry,bull,1,,,2021-05-27,,,15.7,,,,,,,,15200.0,15500.0,73.5,120.96
S1 Bull Call Spread,2021-05-26,2021-05-27,,,,25,-705.52,178.72,-884.23,-53.53,Near Expiry,bull,1,,,2021-05-27,,,20.9,,,,,,,,15300.0,15600.0,66.07,37.85
S1 Bull Call Spread,2021-05-27,2021-05-31,,,,25,2282.59,198.17,2084.42,76.02,Target 80%,bull,4,,,2021-06-03,,,19.9,,,,,,,,15350.0,15650.0,109.67,200.98
S1 Bull Call Spread,2021-05-31,2021-06-01,,,,25,2.51,180.74,-178.23,-10.88,Near Expiry,bull,1,,,2021-06-03,,,13.1,,,,,,,,15600.0,15900.0,65.55,65.65
S1 Bull Call Spread,2021-06-01,2021-06-02,,,,25,-500.75,181.53,-682.28,-29.97,Near Expiry,bull,1,,,2021-06-03,,,17.4,,,,,,,,15550.0,15900.0,91.05,71.02
S1 Bull Call Spread,2021-06-02,2021-06-03,,,,25,1119.89,180.78,939.11,82.46,Near Expiry,bull,1,,,2021-06-03,,,17.2,,,,,,,,15600.0,15900.0,45.55,90.35
S1 Bull Call Spread,2021-06-03,2021-06-08,,,,25,-328.4,186.27,-514.68,-20.04,Near Expiry,bull,5,,,2021-06-10,,,15.8,,,,,,,,15700.0,16000.0,102.75,89.61
S1 Bull Call Spread,2021-06-08,2021-06-09,,,,25,-1343.45,177.31,-1520.76,-93.04,Near Expiry,bull,1,,,2021-06-10,,,15.2,,,,,,,,15750.0,16050.0,65.38,11.64
S1 Bull Call Spread,2021-06-09,2021-06-10,,,,25,1136.95,180.51,956.44,90.5,Near Expiry,bull,1,,,2021-06-10,,,14.8,,,,,,,,15650.0,15950.0,42.27,87.75
S1 Bull Call Spread,2021-06-10,2021-06-15,,,,25,849.03,188.88,660.15,26.38,Near Expiry,bull,5,,,2021-06-17,,,15.0,,,,,,,,15750.0,16050.0,100.1,134.06
S1 Bull Call Spread,2021-06-15,2021-06-16,,,,25,-1508.42,178.05,-1686.47,-84.82,Near Expiry,bull,1,,,2021-06-17,,,14.6,,,,,,,,15850.0,16200.0,79.53,19.2
S1 Bull Call Spread,2021-06-16,2021-06-17,,,,25,-1490.67,176.23,-1666.9,-111.82,Near Expiry,bull,1,,,2021-06-17,,,14.9,,,,,,,,15750.0,16100.0,59.63,0.0
S1 Bull Call Spread,2021-08-03,2021-08-04,,,,25,1542.41,183.0,1359.42,95.2,Near Expiry,bull,1,,,2021-08-05,,,13.8,,,,,,,,16150.0,16450.0,57.12,118.82
S1 Bull Call Spread,2021-08-04,2021-08-05,,,,25,-156.89,178.4,-335.29,-26.36,Near Expiry,bull,1,,,2021-08-05,,,13.2,,,,,,,,16250.0,16600.0,50.88,44.6
