strategy,instrument,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,pnl,pnl_pct,cost_stt,cost_txn,cost_dp,cost_stamp,cost_gst,reason,regime,duration
52-Week High Breakout,Power Grid,2012-07-30,2012-09-26,38.72,38.71,2373,-14.32,219.49,-233.81,-0.25,183.75,5.46,15.34,13.78,0.9823,Signal,bull,58
52-Week High Breakout,Power Grid,2014-05-15,2014-05-30,39.48,41.81,2321,5403.9,224.58,5179.32,5.65,188.69,5.6,15.34,13.75,1.0087,TrailingStop,bull,15
52-Week High Breakout,Power Grid,2014-06-09,2014-07-10,47.38,45.58,2038,-3675.21,226.12,-3901.33,-4.04,189.46,5.63,15.34,14.49,1.0129,TrailingStop,bull,31
52-Week High Breakout,Power Grid,2015-01-22,2015-03-18,51.69,51.27,1797,-746.41,220.97,-967.38,-1.04,185.03,5.5,15.34,13.93,0.9892,Signal,bull,55
52-Week High Breakout,Power Grid,2016-05-23,2016-09-26,52.69,62.95,1745,17888.06,238.2,17649.86,19.19,201.79,5.99,15.34,13.79,1.0788,Signal,bull,126
52-Week High Breakout,Power Grid,2016-11-10,2016-12-22,67.58,65.11,1609,-3970.77,252.85,-4223.62,-3.88,213.5,6.34,15.34,16.31,1.1414,Signal,bull,42
52-Week High Breakout,Power Grid,2017-01-12,2017-02-27,71.01,69.4,1474,-2369.19,245.45,-2614.64,-2.5,206.95,6.15,15.34,15.7,1.1064,Signal,bull,46
52-Week High Breakout,Power Grid,2017-04-19,2017-05-23,76.12,72.51,1343,-4840.84,237.48,-5078.32,-4.97,199.61,5.93,15.34,15.33,1.0671,Signal,bull,34
52-Week High Breakout,Power Grid,2017-07-31,2017-08-29,80.48,77.52,1210,-3582.52,228.01,-3810.53,-3.91,191.17,5.68,15.34,14.61,1.022,Signal,bull,29
52-Week High Breakout,Power Grid,2019-06-26,2019-08-05,81.3,77.93,1153,-3890.5,219.61,-4110.11,-4.38,183.59,5.45,15.34,14.06,0.9815,Signal,bull,40
52-Week High Breakout,Power Grid,2021-01-06,2021-01-25,83.77,81.15,1073,-2813.85,212.17,-3026.02,-3.37,176.96,5.26,15.34,13.48,0.9461,Signal,bull,19
52-Week High Breakout,Power Grid,2021-02-03,2021-02-26,88.19,91.51,986,3265.97,211.96,3054.01,3.51,177.19,5.26,15.34,13.04,0.9472,TrailingStop,bull,23
52-Week High Breakout,Power Grid,2021-05-18,2021-07-02,101.4,99.06,886,-2072.63,212.82,-2285.45,-2.54,177.6,5.27,15.34,13.48,0.9495,Signal,bull,45
52-Week High Breakout,Power Grid,2021-08-12,2021-08-23,108.46,101.77,809,-5407.92,204.71,-5612.63,-6.4,170.08,5.05,15.34,13.16,0.9092,Signal,bull,11
52-Week High Breakout,Power Grid,2021-09-28,2021-10-27,108.57,111.41,759,2157.53,200.69,1956.84,2.37,166.97,4.96,15.34,12.36,0.8926,TrailingStop,bull,29
52-Week High Breakout,Power Grid,2021-11-30,2022-02-14,122.03,123.19,690,802.31,203.27,599.04,0.71,169.2,5.03,15.34,12.63,0.9046,Signal,bull,76
52-Week High Breakout,Power Grid,2022-04-01,2022-05-19,141.31,140.2,600,-662.45,203.05,-865.5,-1.02,168.91,5.02,15.34,12.72,0.903,TrailingStop,bull,48
52-Week High Breakout,Power Grid,2023-04-17,2023-06-01,157.27,154.69,534,-1377.93,200.52,-1578.45,-1.88,166.58,4.95,15.34,12.6,0.8905,Signal,bull,45
52-Week High Breakout,Power Grid,2023-06-21,2023-07-13,171.59,161.39,480,-4894.17,193.28,-5087.45,-6.18,159.83,4.75,15.34,12.35,0.8544,Signal,bull,22
52-Week High Breakout,Power Grid,2023-09-18,2024-03-13,180.77,251.62,429,30397.65,219.15,30178.5,38.92,185.49,5.51,15.34,11.63,0.9917,TrailingStop,bull,177
52-Week High Breakout,Power Grid,2024-04-30,2024-06-04,282.62,293.55,376,4107.09,255.73,3851.36,3.62,216.64,6.43,15.34,15.94,1.1582,TrailingStop,bull,35
52-Week High Breakout,Power Grid,2024-07-30,2024-08-14,327.52,311.94,335,-5217.22,253.74,-5470.96,-4.99,214.22,6.36,15.34,16.46,1.1452,Signal,bull,15
52-Week High Breakout,Power Grid,2024-09-25,2024-10-04,343.41,319.58,305,-7267.37,240.55,-7507.92,-7.17,202.21,6.01,15.34,15.71,1.081,Signal,bull,9
52-Week High Breakout,Reliance,2006-10-27,2006-12-12,121.76,117.82,780,-3070.34,223.19,-3293.53,-3.47,186.87,5.55,15.34,14.25,0.999,TrailingStop,bull,46
52-Week High Breakout,Reliance,2007-01-12,2007-03-02,133.39,130.94,688,-1686.47,217.52,-1903.99,-2.07,181.86,5.4,15.34,13.77,0.9722,Signal,bull,49
52-Week High Breakout,Reliance,2007-04-17,2007-08-06,148.3,176.04,607,16840.57,232.81,16607.76,18.45,196.87,5.85,15.34,13.5,1.0525,TrailingStop,bull,111
52-Week High Breakout,Reliance,2007-09-24,2007-10-09,236.7,236.61,447,-39.97,250.4,-290.37,-0.27,211.57,6.28,15.34,15.87,1.131,TrailingStop,bull,15
52-Week High Breakout,Reliance,2007-10-17,2007-10-18,270.06,270.05,390,-5.48,249.37,-254.85,-0.24,210.64,6.26,15.34,15.8,1.1261,TrailingStop,bull,1
52-Week High Breakout,Reliance,2008-01-08,2008-01-18,306.95,282.18,343,-8495.35,240.49,-8735.84,-8.3,202.07,6.0,15.34,15.79,1.0803,StopLoss,bull,10
52-Week High Breakout,Reliance,2013-01-17,2013-02-08,186.43,179.86,520,-3415.85,227.22,-3643.07,-3.76,190.48,5.66,15.34,14.54,1.0183,TrailingStop,bull,22
52-Week High Breakout,Reliance,2014-05-09,2014-06-23,211.49,220.45,442,3959.5,227.16,3732.34,3.99,190.92,5.67,15.34,14.02,1.0207,TrailingStop,bull,45
52-Week High Breakout,Reliance,2016-01-11,2016-01-21,227.98,212.41,425,-6615.9,223.79,-6839.69,-7.06,187.17,5.56,15.34,14.53,1.0006,TrailingStop,bull,10
52-Week High Breakout,Reliance,2016-08-30,2016-10-26,233.79,230.85,387,-1137.2,215.21,-1352.41,-1.49,179.82,5.34,15.34,13.57,0.9613,Signal,bull,57
52-Week High Breakout,Reliance,2017-02-22,2017-05-08,264.72,289.31,337,8286.17,222.16,8064.01,9.04,186.71,5.55,15.34,13.38,0.9982,TrailingStop,bull,75
52-Week High Breakout,Reliance,2017-07-07,2017-09-27,326.91,352.83,296,7673.29,238.31,7434.98,7.68,201.2,5.98,15.34,14.51,1.0756,Signal,bull,82
52-Week High Breakout,Reliance,2017-10-16,2017-12-18,387.5,381.27,268,-1671.61,244.37,-1915.98,-1.84,206.03,6.12,15.34,15.58,1.1014,TrailingStop,bull,63
52-Week High Breakout,Reliance,2018-01-22,2018-02-02,429.36,399.28,238,-7158.23,234.99,-7393.22,-7.24,197.22,5.86,15.34,15.33,1.0543,Signal,bull,11
52-Week High Breakout,Reliance,2018-04-27,2018-05-18,440.32,412.3,216,-6050.68,220.41,-6271.09,-6.59,184.17,5.47,15.34,14.27,0.9846,Signal,bull,21
52-Week High Breakout,Reliance,2018-06-15,2018-06-28,448.23,419.99,199,-5618.5,207.72,-5826.22,-6.53,172.78,5.13,15.34,13.38,0.9237,Signal,bull,13
52-Week High Breakout,Reliance,2018-07-12,2018-09-21,481.54,531.62,173,8663.18,209.43,8453.75,10.15,175.28,5.21,15.34,12.5,0.937,TrailingStop,bull,71
52-Week High Breakout,Reliance,2019-11-19,2019-12-31,675.73,676.98,135,168.4,218.22,-49.82,-0.05,182.62,5.42,15.34,13.68,0.9763,Signal,bull,42
52-Week High Breakout,Reliance,2020-06-19,2020-10-16,794.93,986.08,115,21982.4,241.25,21741.15,23.78,204.82,6.08,15.34,13.71,1.0949,Signal,bull,119
52-Week High Breakout,Reliance,2021-09-03,2021-11-03,1087.34,1126.14,103,3996.87,268.35,3728.52,3.33,227.99,6.77,15.34,16.8,1.2188,TrailingStop,bull,61
52-Week High Breakout,Reliance,2022-04-21,2022-05-09,1266.52,1164.33,91,-9299.8,261.81,-9561.61,-8.3,221.21,6.57,15.34,17.29,1.1826,StopLoss,bull,18
52-Week High Breakout,Reliance,2023-07-10,2023-08-25,1249.17,1224.49,85,-2096.98,249.11,-2346.09,-2.21,210.26,6.24,15.34,15.93,1.1241,Signal,bull,46
52-Week High Breakout,Reliance,2024-01-11,2024-03-15,1350.58,1407.1,77,4351.85,250.94,4100.91,3.94,212.34,6.31,15.34,15.6,1.1352,Signal,bull,64
52-Week High Breakout,Reliance,2024-06-03,2024-06-04,1499.98,1378.94,72,-8714.39,246.29,-8960.68,-8.3,207.28,6.16,15.34,16.2,1.1081,StopLoss,bull,1
52-Week High Breakout,Reliance,2024-06-27,2024-07-23,1520.06,1476.23,65,-2849.26,231.94,-3081.2,-3.12,194.76,5.78,15.34,14.82,1.0412,Signal,bull,26
52-Week High Breakout,Reliance,2025-11-20,2026-01-06,1549.87,1506.85,62,-2667.76,226.1,-2893.86,-3.01,189.52,5.63,15.34,14.41,1.0132,Signal,bull,47
52-Week High Breakout,SBI,2005-09-14,2005-10-20,65.8,63.21,1443,-3736.86,222.45,-3959.31,-4.17,186.15,5.53,15.34,14.24,0.9952,TrailingStop,bull,36
52-Week High Breakout,SBI,2006-09-26,2006-11-01,74.5,84.25,1224,11941.15,230.34,11710.81,12.84,194.31,5.77,15.34,13.68,1.0388,TrailingStop,bull,36
52-Week High Breakout,SBI,2006-11-08,2006-12-08,84.18,108.47,1216,29538.03,273.4,29264.63,28.59,234.26,6.96,15.34,15.35,1.2524,TrailingStop,bull,30
52-Week High Breakout,SBI,2007-06-29,2007-07-06,115.02,121.93,1131,7816.67,312.51,7504.16,5.77,267.99,7.96,15.34,19.51,1.4327,TrailingStop,bull,7
52-Week High Breakout,SBI,2007-07-31,2007-08-16,122.41,117.58,1121,-5415.98,314.65,-5730.63,-4.18,269.03,7.99,15.34,20.58,1.4382,TrailingStop,bull,16
52-Week High Breakout,SBI,2007-09-28,2007-10-03,146.69,134.85,898,-10628.77,297.03,-10925.8,-8.29,252.82,7.51,15.34,19.76,1.3516,StopLoss,bull,5
52-Week High Breakout,SBI,2008-01-08,2008-01-21,185.79,170.8,653,-9789.22,274.78,-10064.0,-8.3,232.85,6.92,15.34,18.2,1.2448,StopLoss,bull,13
52-Week High Breakout,SBI,2009-09-08,2009-10-27,156.07,185.14,717,20843.74,285.59,20558.15,18.37,244.65,7.27,15.34,16.79,1.3079,TrailingStop,bull,49
52-Week High Breakout,SBI,2010-07-14,2010-11-12,205.93,264.07,638,37094.52,345.71,36748.81,27.97,299.86,8.91,15.34,19.71,1.603,TrailingStop,bull,121
52-Week High Breakout,SBI,2014-05-16,2014-05-23,214.32,221.38,776,5476.99,390.58,5086.41,3.06,338.11,10.04,15.34,24.95,1.8075,TrailingStop,bull,7
52-Week High Breakout,SBI,2014-05-23,2014-05-30,244.14,226.0,701,-12719.39,382.46,-13101.85,-7.66,329.57,9.79,15.34,25.67,1.7619,TrailingStop,bull,7
52-Week High Breakout,SBI,2014-11-05,2014-12-16,248.09,262.15,639,8987.02,376.91,8610.11,5.43,326.04,9.68,15.34,23.78,1.743,TrailingStop,bull,41
52-Week High Breakout,SBI,2015-01-21,2015-01-30,290.9,275.24,573,-8972.42,376.44,-9348.86,-5.61,324.4,9.63,15.34,25.0,1.7342,Signal,bull,9
52-Week High Breakout,SBI,2016-11-10,2016-11-21,257.36,236.6,614,-12750.68,353.27,-13103.95,-8.29,303.29,9.01,15.34,23.7,1.6214,StopLoss,bull,11
52-Week High Breakout,SBI,2017-03-29,2017-05-24,263.9,259.36,551,-2502.23,335.86,-2838.09,-1.95,288.32,8.56,15.34,21.81,1.5414,TrailingStop,bull,56
52-Week High Breakout,SBI,2017-07-31,2017-08-11,288.49,265.21,495,-11522.86,320.73,-11843.59,-8.29,274.09,8.14,15.34,21.42,1.4653,StopLoss,bull,11
52-Week High Breakout,SBI,2017-10-25,2017-10-27,299.94,291.59,438,-3657.77,303.48,-3961.25,-3.02,259.09,7.69,15.34,19.71,1.3851,TrailingStop,sideways,2
52-Week High Breakout,SBI,2017-11-10,2017-12-01,307.93,287.77,415,-8364.2,290.63,-8654.83,-6.77,247.21,7.34,15.34,19.17,1.3216,TrailingStop,bull,21
52-Week High Breakout,SBI,2019-03-28,2019-04-23,294.49,281.92,406,-5105.12,275.73,-5380.85,-4.5,234.02,6.95,15.34,17.93,1.2511,TrailingStop,bull,26
52-Week High Breakout,SBI,2019-05-20,2019-07-23,318.22,315.6,359,-941.9,268.22,-1210.12,-1.06,227.54,6.76,15.34,17.14,1.2164,Signal,bull,64
52-Week High Breakout,SBI,2021-02-02,2021-03-05,307.51,355.0,368,17477.48,284.91,17192.57,15.19,243.81,7.24,15.34,16.97,1.3034,TrailingStop,bull,31
52-Week High Breakout,SBI,2021-07-29,2021-08-10,411.39,396.93,315,-4556.73,298.58,-4855.31,-3.75,254.62,7.56,15.34,19.44,1.3612,Signal,bull,12
52-Week High Breakout,SBI,2021-09-16,2021-11-22,432.03,454.28,289,6430.55,299.45,6131.1,4.91,256.14,7.61,15.34,18.73,1.3693,TrailingStop,bull,67
52-Week High Breakout,SBI,2022-01-31,2022-02-22,501.53,463.9,261,-9823.78,296.04,-10119.82,-7.73,251.98,7.48,15.34,19.64,1.3471,Signal,bull,22
52-Week High Breakout,SBI,2022-09-09,2022-09-28,523.6,492.17,231,-7261.36,276.58,-7537.94,-6.23,234.64,6.97,15.34,18.14,1.2544,TrailingStop,bull,19
52-Week High Breakout,SBI,2022-10-25,2022-12-23,547.45,542.6,208,-1008.44,267.32,-1275.76,-1.12,226.73,6.73,15.34,17.08,1.2121,Signal,bull,59
52-Week High Breakout,SBI,2023-12-15,2024-01-23,625.32,583.11,180,-7597.28,257.58,-7854.86,-6.98,217.52,6.46,15.34,16.88,1.1629,Signal,bull,39
52-Week High Breakout,SBI,2024-02-07,2024-04-18,651.37,717.74,161,10685.86,259.44,10426.42,9.94,220.43,6.55,15.34,15.73,1.1784,Signal,bull,71
52-Week High Breakout,SBI,2024-04-25,2024-06-04,783.95,720.7,147,-9298.82,261.78,-9560.6,-8.3,221.18,6.57,15.34,17.29,1.1824,StopLoss,bull,40
52-Week High Breakout,SBI,2025-09-17,2026-03-09,857.58,1110.67,123,31130.78,281.98,30848.8,29.25,242.1,7.19,15.34,15.82,1.2942,TrailingStop,bull,173
52-Week High Breakout,SBI Life,2019-06-26,2019-09-12,709.16,782.9,133,9808.14,235.09,9573.05,10.15,198.44,5.89,15.34,14.15,1.0609,Signal,bull,78
52-Week High Breakout,SBI Life,2019-10-17,2019-11-21,892.47,915.37,116,2657.05,248.14,2408.91,2.33,209.71,6.23,15.34,15.53,1.1211,TrailingStop,bull,35
52-Week High Breakout,SBI Life,2021-03-09,2021-03-17,960.08,882.61,110,-8521.53,241.18,-8762.71,-8.3,202.7,6.02,15.34,15.84,1.0836,StopLoss,bull,8
52-Week High Breakout,SBI Life,2021-05-04,2021-10-20,974.3,1157.36,100,18306.57,250.8,18055.77,18.53,213.17,6.33,15.34,14.61,1.1396,Signal,bull,169
52-Week High Breakout,SBI Life,2022-07-29,2022-09-26,1285.46,1249.85,89,-3169.43,266.28,-3435.71,-3.0,225.64,6.7,15.34,17.16,1.2063,Signal,bull,59
52-Week High Breakout,SBI Life,2023-08-08,2023-08-17,1343.18,1277.3,83,-5468.12,257.4,-5725.52,-5.14,217.5,6.46,15.34,16.72,1.1628,Signal,bull,9
52-Week High Breakout,SBI Life,2023-11-17,2024-01-16,1407.48,1400.95,75,-489.6,249.4,-739.0,-0.7,210.63,6.26,15.34,15.83,1.126,Signal,bull,60
52-Week High Breakout,SBI Life,2024-07-10,2024-10-04,1554.46,1791.3,68,16105.18,266.91,15838.27,14.98,227.51,6.76,15.34,15.86,1.2163,Signal,bull,86
52-Week High Breakout,SBI Life,2025-10-27,2026-01-22,1901.41,2018.18,63,7356.84,289.14,7067.7,5.9,246.93,7.33,15.34,17.97,1.3201,Signal,bull,87
52-Week High Breakout,Shree Cement,2005-08-17,2005-08-18,393.64,385.46,241,-1969.57,224.1,-2193.67,-2.31,187.76,5.58,15.34,14.23,1.0038,TrailingStop,bull,1
52-Week High Breakout,Shree Cement,2005-08-30,2005-09-02,402.85,370.35,230,-7476.44,213.49,-7689.93,-8.3,177.84,5.28,15.34,13.9,0.9507,StopLoss,bull,3
52-Week High Breakout,Shree Cement,2005-09-08,2005-09-16,435.34,412.82,196,-4413.98,200.37,-4614.35,-5.41,166.24,4.94,15.34,12.8,0.8887,TrailingStop,bull,8
52-Week High Breakout,Shree Cement,2005-12-01,2005-12-22,461.66,434.39,175,-4771.84,189.92,-4961.76,-6.14,156.81,4.66,15.34,12.12,0.8383,TrailingStop,bull,21
52-Week High Breakout,Shree Cement,2006-01-13,2006-02-02,477.05,478.81,160,281.37,185.24,96.13,0.13,152.94,4.54,15.34,11.45,0.8176,TrailingStop,bull,20
52-Week High Breakout,Shree Cement,2006-02-17,2006-04-10,539.08,872.16,142,47297.63,234.44,47063.19,61.48,200.4,5.95,15.34,11.48,1.0713,TrailingStop,bull,52
52-Week High Breakout,Shree Cement,2006-11-13,2006-11-14,1311.31,1286.8,92,-2255.04,281.08,-2536.12,-2.1,239.03,7.1,15.34,18.1,1.2778,TrailingStop,bull,1
52-Week High Breakout,Shree Cement,2007-01-16,2007-01-29,1373.33,1262.52,86,-9530.03,267.91,-9797.94,-8.3,226.68,6.73,15.34,17.72,1.2118,StopLoss,bull,13
52-Week High Breakout,Shree Cement,2007-10-05,2007-10-17,1497.87,1377.01,73,-8823.0,249.17,-9072.17,-8.3,209.87,6.23,15.34,16.4,1.1219,StopLoss,bull,12
52-Week High Breakout,Shree Cement,2009-07-15,2009-08-10,1178.98,1464.95,85,24307.4,263.21,24044.19,23.99,224.73,6.67,15.34,15.03,1.2014,TrailingStop,bull,26
52-Week High Breakout,Shree Cement,2009-11-26,2009-11-27,1654.33,1606.86,74,-3512.85,283.73,-3796.58,-3.1,241.33,7.17,15.34,18.36,1.2901,TrailingStop,bull,1
52-Week High Breakout,Shree Cement,2009-12-02,2010-01-06,1694.57,2048.51,70,24775.76,304.59,24471.17,20.63,262.02,7.78,15.34,17.79,1.4007,TrailingStop,bull,35
52-Week High Breakout,Shree Cement,2010-01-06,2010-01-07,1967.53,2048.51,72,5831.08,336.17,5494.91,3.88,289.15,8.59,15.34,21.25,1.5458,TrailingStop,bull,1
52-Week High Breakout,Shree Cement,2010-01-07,2010-01-21,2091.38,1961.62,71,-9212.79,335.75,-9548.54,-6.43,287.76,8.55,15.34,22.27,1.5384,TrailingStop,bull,14
52-Week High Breakout,Shree Cement,2012-01-19,2012-02-07,2027.02,2077.6,68,3439.47,325.19,3114.28,2.26,279.11,8.29,15.34,20.68,1.4921,TrailingStop,bull,19
52-Week High Breakout,Shree Cement,2012-02-07,2012-04-10,2241.86,2799.87,63,35155.09,365.6,34789.49,24.63,317.63,9.43,15.34,21.19,1.698,TrailingStop,bull,63
52-Week High Breakout,Shree Cement,2012-08-23,2012-10-01,3194.34,3785.76,54,31937.14,431.73,31505.41,18.26,376.93,11.19,15.34,25.87,2.015,TrailingStop,bull,39
52-Week High Breakout,Shree Cement,2012-10-01,2012-10-03,3851.08,3540.33,53,-16469.4,451.82,-16921.22,-8.29,391.74,11.63,15.34,30.62,2.0943,StopLoss,bull,2
52-Week High Breakout,Shree Cement,2012-10-04,2012-11-20,3860.22,3840.54,49,-964.34,434.65,-1398.99,-0.74,377.34,11.21,15.34,28.37,2.0172,TrailingStop,bull,47
52-Week High Breakout,Shree Cement,2012-12-19,2013-01-11,4294.98,4145.41,43,-6431.46,419.06,-6850.52,-3.71,362.94,10.78,15.34,27.7,1.9403,Signal,bull,23
52-Week High Breakout,Shree Cement,2013-05-15,2013-06-05,4471.71,4463.33,40,-335.31,412.45,-747.76,-0.42,357.4,10.61,15.34,26.83,1.9107,TrailingStop,bull,21
52-Week High Breakout,Shree Cement,2014-03-06,2014-06-10,4777.13,6873.25,37,77556.22,488.46,77067.76,43.6,431.06,12.8,15.34,26.51,2.3045,TrailingStop,bull,96
52-Week High Breakout,Shree Cement,2014-08-20,2015-02-03,7560.16,10154.55,33,85615.01,658.42,84956.59,34.05,584.59,17.36,15.34,37.42,3.1252,TrailingStop,bull,167
52-Week High Breakout,Shree Cement,2015-05-15,2015-05-28,11327.09,10413.1,29,-26505.49,717.8,-27223.29,-8.29,630.47,18.72,15.34,49.27,3.3705,StopLoss,bull,13
52-Week High Breakout,Shree Cement,2015-09-18,2015-09-24,11543.7,10612.24,26,-24218.0,657.18,-24875.18,-8.29,576.05,17.11,15.34,45.02,3.0796,StopLoss,bull,6
52-Week High Breakout,Shree Cement,2015-10-05,2015-10-14,12071.42,11371.96,23,-16087.6,615.62,-16703.22,-6.02,539.2,16.01,15.34,41.65,2.8826,TrailingStop,bull,9
52-Week High Breakout,Shree Cement,2015-10-20,2015-10-28,12316.49,11510.67,21,-16922.24,572.54,-17494.78,-6.76,500.37,14.86,15.34,38.8,2.675,TrailingStop,bull,8
52-Week High Breakout,Shree Cement,2016-06-23,2016-09-21,13885.65,16041.5,18,38805.15,610.94,38194.21,15.28,538.69,16.0,15.34,37.49,2.8798,Signal,bull,90
52-Week High Breakout,Shree Cement,2019-04-05,2019-06-17,18586.21,19338.97,15,11291.5,646.54,10644.96,3.82,568.88,16.9,15.34,41.82,3.0412,TrailingStop,bull,73
52-Week High Breakout,Shree Cement,2019-06-27,2019-07-22,21322.11,20378.28,14,-13213.71,664.97,-13878.68,-4.65,583.81,17.34,15.34,44.78,3.121,Signal,bull,25
52-Week High Breakout,Shree Cement,2020-01-07,2020-02-28,21431.53,22244.9,13,10573.7,645.39,9928.31,3.56,567.79,16.86,15.34,41.79,3.0354,TrailingStop,bull,52
52-Week High Breakout,Shree Cement,2021-02-02,2021-02-26,25909.52,25637.3,11,-2994.47,645.54,-3640.01,-1.28,567.02,16.84,15.34,42.75,3.0313,TrailingStop,bull,24
52-Week High Breakout,Shree Cement,2021-03-30,2021-04-22,28518.75,28244.21,10,-2745.37,646.21,-3391.58,-1.19,567.63,16.86,15.34,42.78,3.0345,TrailingStop,bull,23
52-Week High Breakout,Shree Cement,2023-02-20,2023-04-18,26196.33,24937.05,11,-13852.09,641.31,-14493.4,-5.03,562.47,16.71,15.34,43.22,3.0069,Signal,bull,57
52-Week High Breakout,Shree Cement,2024-02-01,2024-02-05,29324.05,26957.9,9,-21295.42,579.72,-21875.14,-8.29,506.54,15.04,15.34,39.59,2.7079,StopLoss,bull,4
52-Week High Breakout,Shree Cement,2025-02-14,2025-05-09,28434.08,29076.05,8,5135.83,526.13,4609.7,2.03,460.08,13.66,15.34,34.12,2.4596,Signal,bull,84
52-Week High Breakout,Shree Cement,2025-05-15,2025-05-28,31265.88,29737.55,8,-12226.57,558.48,-12785.05,-5.11,488.03,14.49,15.34,37.52,2.609,Signal,bull,13
52-Week High Breakout,Sun Pharma,2006-02-01,2006-03-07,57.91,59.55,1640,2697.75,229.17,2468.58,2.6,192.64,5.72,15.34,14.25,1.0298,TrailingStop,bull,34
52-Week High Breakout,Sun Pharma,2006-03-17,2006-04-13,64.95,67.42,1498,3689.16,235.37,3453.79,3.55,198.29,5.89,15.34,14.6,1.0601,TrailingStop,bull,27
52-Week High Breakout,Sun Pharma,2006-04-19,2006-04-25,73.91,67.95,1361,-8116.88,230.46,-8347.34,-8.3,193.07,5.73,15.34,15.09,1.0322,StopLoss,bull,6
52-Week High Breakout,Sun Pharma,2006-11-10,2006-12-11,76.91,77.21,1205,359.15,221.65,137.5,0.15,185.71,5.52,15.34,13.9,0.9928,TrailingStop,bull,31
52-Week High Breakout,Sun Pharma,2007-04-10,2007-04-23,89.24,87.71,1040,-1587.81,219.93,-1807.74,-1.95,184.03,5.47,15.34,13.92,0.9838,TrailingStop,bull,13
52-Week High Breakout,Sun Pharma,2007-11-19,2007-12-18,100.24,93.58,908,-6049.12,211.32,-6260.44,-6.88,175.99,5.23,15.34,13.65,0.9408,TrailingStop,bull,29
52-Week High Breakout,Sun Pharma,2007-12-24,2007-12-28,108.32,100.18,786,-6402.67,197.9,-6600.57,-7.75,163.88,4.87,15.34,12.77,0.8761,TrailingStop,bull,4
52-Week High Breakout,Sun Pharma,2008-02-28,2008-03-10,109.7,108.91,719,-562.55,190.02,-752.57,-0.95,157.18,4.67,15.34,11.83,0.8403,TrailingStop,bull,11
52-Week High Breakout,Sun Pharma,2008-05-28,2008-06-04,127.8,117.49,611,-6300.74,182.33,-6483.07,-8.3,149.87,4.45,15.34,11.71,0.8012,StopLoss,bull,7
52-Week High Breakout,Sun Pharma,2008-06-10,2008-06-24,128.5,118.13,560,-5806.44,169.23,-5975.67,-8.3,138.11,4.1,15.34,10.79,0.7384,StopLoss,bull,14
52-Week High Breakout,Sun Pharma,2010-01-08,2010-01-19,140.38,132.31,472,-3808.75,158.62,-3967.37,-5.99,128.71,3.82,15.34,9.94,0.6881,Signal,bull,11
52-Week High Breakout,Sun Pharma,2010-03-11,2010-04-26,150.91,148.49,414,-1000.61,153.13,-1153.74,-1.85,123.95,3.68,15.34,9.37,0.6627,TrailingStop,bull,46
52-Week High Breakout,Sun Pharma,2010-09-16,2010-12-21,165.17,192.55,372,10186.26,162.43,10023.83,16.31,133.07,3.95,15.34,9.22,0.7114,TrailingStop,bull,96
52-Week High Breakout,Sun Pharma,2010-12-24,2011-01-27,212.59,206.67,333,-1972.19,170.61,-2142.8,-3.03,139.61,4.15,15.34,10.62,0.7464,TrailingStop,bull,34
52-Week High Breakout,Sun Pharma,2012-01-30,2012-05-11,241.4,258.1,285,4761.37,173.15,4588.22,6.67,142.36,4.23,15.34,10.32,0.761,Signal,bull,102
52-Week High Breakout,Sun Pharma,2012-06-29,2012-11-15,287.63,298.34,254,2719.19,180.5,2538.69,3.47,148.84,4.42,15.34,10.96,0.7957,TrailingStop,bull,139
52-Week High Breakout,Sun Pharma,2012-12-18,2013-01-17,335.48,326.07,225,-2116.8,180.88,-2297.68,-3.04,148.85,4.42,15.34,11.32,0.7958,Signal,bull,30
52-Week High Breakout,Sun Pharma,2013-03-19,2013-06-12,381.96,444.0,192,11912.66,190.64,11722.02,15.98,158.59,4.71,15.34,11.0,0.8478,TrailingStop,bull,85
52-Week High Breakout,Sun Pharma,2013-10-09,2013-11-05,590.25,542.62,143,-6810.7,195.84,-7006.54,-8.3,162.0,4.81,15.34,12.66,0.8661,StopLoss,bull,27
52-Week High Breakout,Sun Pharma,2014-06-27,2014-09-12,604.43,722.34,129,15210.74,204.36,15006.38,19.25,171.15,5.08,15.34,11.7,0.915,TrailingStop,bull,77
52-Week High Breakout,Sun Pharma,2014-11-07,2014-11-21,819.38,768.17,112,-5735.12,213.32,-5948.44,-6.48,177.8,5.28,15.34,13.77,0.9505,TrailingStop,bull,14
52-Week High Breakout,Sun Pharma,2015-01-22,2015-02-26,842.97,795.72,102,-4818.88,201.41,-5020.29,-5.84,167.15,4.96,15.34,12.9,0.8936,TrailingStop,bull,35
52-Week High Breakout,Sun Pharma,2015-03-04,2015-04-17,921.99,989.19,88,5913.2,201.76,5711.44,7.04,168.18,5.0,15.34,12.17,0.8991,TrailingStop,bull,44
52-Week High Breakout,Sun Pharma,2018-08-14,2018-10-04,557.65,565.96,156,1295.08,209.99,1085.09,1.25,175.28,5.21,15.34,13.05,0.9371,TrailingStop,bull,51
52-Week High Breakout,Sun Pharma,2020-06-04,2020-06-12,466.26,428.64,189,-7110.69,203.79,-7314.48,-8.3,169.14,5.02,15.34,13.22,0.9042,StopLoss,bull,8
